success,rt,trial_type,trial_index,plugin_version,time_elapsed,random_id,participant,timeout,failed_images,failed_audio,failed_video,stimulus,response,condition,category,level,selection_array,selection_index,rt_array,selection_type_array,final_choice_array,final_rt,file_name
TRUE,2258,fullscreen,0,null,3262,pw2wswc98dh,jaguar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/pw2wswc98dh_1732223203470.csv
TRUE,NA,preload,1,2.0.0,3709,pw2wswc98dh,jaguar,FALSE,[],[],[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/pw2wswc98dh_1732223203470.csv
NA,719,html-keyboard-response,2,2.0.0,4428,pw2wswc98dh,jaguar,NA,NA,NA,NA,Welcome to the experiment. Press any key to begin.,k,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/pw2wswc98dh_1732223203470.csv
NA,2409,survey-text,3,2.0.0,6846,pw2wswc98dh,jaguar,NA,NA,NA,NA,NA,"{""participant_id"":""jaguar""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/pw2wswc98dh_1732223203470.csv
NA,2825,html-keyboard-response,4,2.0.0,9672,pw2wswc98dh,jaguar,NA,NA,NA,NA,"
  <p><b>This is Mr. Frog!</b></p>
  <img src=""stimuli/mrfrog.png"" alt=""Mr. Frog"" style=""width:300px;height:300px;"">
  <p>He speaks a different language and needs help finding the items he wants. Can you help Mr. Frog?</p>
  <p>Press any key to move to the next page.</p>
",i,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/pw2wswc98dh_1732223203470.csv
NA,11116,html-keyboard-response,5,2.0.0,20788,pw2wswc98dh,jaguar,NA,NA,NA,NA,"
  <img src=""stimuli/mrfrog.png"" alt=""Mr. Frog"" style=""width:300px;height:300px;"">
  <p>In each trial, you will be shown an image that will be labeled with a word in the language that Mr. Frog speaks. </p>
  <p>Your job will be to select all the items that you think matches what Mr. Frog is asking for. </p>
  <p>Press any key to begin.</p>
",f,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/pw2wswc98dh_1732223203470.csv
NA,NA,html-button-response,6,2.0.0,56710,pw2wswc98dh,jaguar,NA,NA,NA,NA,"<img src=""stimuli/c3_sub1.jpg"" style=""width:200px;height:200px;""> 
              <p>Here is a fep. Can you give Mr. Frog all the other feps?</p>
              <p>Click on all of the feps below. If you change your mind, you can unselect any image.</p>
              <p>Click the Submit button when you are done selecting all the feps.</p>",NA,1-item,animals,one-subordinate,"[""stimuli/c3_sub4.jpg"",""stimuli/c3_bas4.jpg"",""stimuli/c3_sub5.jpg"",""stimuli/c3_sup5.jpg"",""stimuli/c3_bas3.jpg"",""stimuli/c3_sup3.jpg"",""stimuli/c3_sup5.jpg"",""stimuli/c3_sup4.jpg""]","[17,23,19,14,18,6,14,5]","[12301,14068,19068,19667,20583,21284,29167,34735]","[""select"",""select"",""select"",""select"",""select"",""select"",""unselect"",""select""]","[""stimuli/c3_sub4.jpg"",""stimuli/c3_bas4.jpg"",""stimuli/c3_sub5.jpg"",""stimuli/c3_bas3.jpg"",""stimuli/c3_sup3.jpg"",""stimuli/c3_sup4.jpg""]",35918,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/pw2wswc98dh_1732223203470.csv
NA,NA,html-button-response,7,2.0.0,65377,pw2wswc98dh,jaguar,NA,NA,NA,NA,"<img src=""stimuli/c1_sub1.jpg"" style=""width:200px;height:200px;""> 
              <p>Here is a tev. Can you give Mr. Frog all the other tevs?</p>
              <p>Click on all of the tevs below. If you change your mind, you can unselect any image.</p>
              <p>Click the Submit button when you are done selecting all the tevs.</p>",NA,1-item,vegetables,one-subordinate,"[""stimuli/c1_sub5.jpg"",""stimuli/c1_bas3.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_sub4.jpg""]","[4,8,12,18]","[2896,3430,4112,6929]","[""select"",""select"",""select"",""select""]","[""stimuli/c1_sub5.jpg"",""stimuli/c1_bas3.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_sub4.jpg""]",8663,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/pw2wswc98dh_1732223203470.csv
NA,NA,html-button-response,8,2.0.0,76659,pw2wswc98dh,jaguar,NA,NA,NA,NA,"<img src=""stimuli/c2_sub1.jpg"" style=""width:200px;height:200px;""> 
              <p>Here is a mep. Can you give Mr. Frog all the other meps?</p>
              <p>Click on all of the meps below. If you change your mind, you can unselect any image.</p>
              <p>Click the Submit button when you are done selecting all the meps.</p>",NA,1-item,vehicles,one-subordinate,"[""stimuli/c2_bas4.jpg"",""stimuli/c2_bas3.jpg"",""stimuli/c2_sub4.jpg"",""stimuli/c2_sub5.jpg""]","[2,9,19,23]","[3979,5296,6180,7847]","[""select"",""select"",""select"",""select""]","[""stimuli/c2_bas4.jpg"",""stimuli/c2_bas3.jpg"",""stimuli/c2_sub4.jpg"",""stimuli/c2_sub5.jpg""]",11279,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/pw2wswc98dh_1732223203470.csv
NA,NA,html-button-response,9,2.0.0,89226,pw2wswc98dh,jaguar,NA,NA,NA,NA,"<img src=""stimuli/c2_sub1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c2_sub3.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c2_sub2.jpg"" style=""width:200px;height:200px; margin: 5px;""><p>Here are some meps. Can you give Mr. Frog all the other meps?</p>
                                 <p>Click on all of the meps below. If you change your mind, you can unselect any image.</p>
                                 <p>Click the Submit button when you are done selecting all the meps.</p>",NA,3-item,vehicles,subordinate,"[""stimuli/c2_sub4.jpg"",""stimuli/c2_sub5.jpg"",""stimuli/c2_bas4.jpg"",""stimuli/c2_bas4.jpg""]","[1,2,9,9]","[2696,3197,6947,9746]","[""select"",""select"",""select"",""unselect""]","[""stimuli/c2_sub4.jpg"",""stimuli/c2_sub5.jpg""]",12563,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/pw2wswc98dh_1732223203470.csv
NA,NA,html-button-response,10,2.0.0,101709,pw2wswc98dh,jaguar,NA,NA,NA,NA,"<img src=""stimuli/c3_sup2.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c3_sup1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c3_sub1.jpg"" style=""width:200px;height:200px; margin: 5px;""><p>Here are some sibs. Can you give Mr. Frog all the other sibs?</p>
                                 <p>Click on all of the sibs below. If you change your mind, you can unselect any image.</p>
                                 <p>Click the Submit button when you are done selecting all the sibs.</p>",NA,3-item,animals,superordinate,"[""stimuli/c3_sup5.jpg"",""stimuli/c3_sub5.jpg"",""stimuli/c3_sup6.jpg"",""stimuli/c3_bas4.jpg"",""stimuli/c3_sub4.jpg"",""stimuli/c3_bas3.jpg"",""stimuli/c3_sup4.jpg"",""stimuli/c3_sup3.jpg""]","[3,7,12,19,22,17,11,23]","[4147,5480,7230,7830,8647,9297,9863,10547]","[""select"",""select"",""select"",""select"",""select"",""select"",""select"",""select""]","[""stimuli/c3_sup5.jpg"",""stimuli/c3_sub5.jpg"",""stimuli/c3_sup6.jpg"",""stimuli/c3_bas4.jpg"",""stimuli/c3_sub4.jpg"",""stimuli/c3_bas3.jpg"",""stimuli/c3_sup4.jpg"",""stimuli/c3_sup3.jpg""]",12480,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/pw2wswc98dh_1732223203470.csv
NA,NA,html-button-response,11,2.0.0,116559,pw2wswc98dh,jaguar,NA,NA,NA,NA,"<img src=""stimuli/c1_sup2.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c1_sup1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c1_sub1.jpg"" style=""width:200px;height:200px; margin: 5px;""><p>Here are some wugs. Can you give Mr. Frog all the other wugs?</p>
                                 <p>Click on all of the wugs below. If you change your mind, you can unselect any image.</p>
                                 <p>Click the Submit button when you are done selecting all the wugs.</p>",NA,3-item,vegetables,superordinate,"[""stimuli/c1_sub5.jpg"",""stimuli/c1_sup5.jpg"",""stimuli/c1_bas3.jpg"",""stimuli/c1_sup3.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_sup6.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_sup4.jpg""]","[1,2,6,9,17,22,19,18]","[3346,3846,4780,5963,8496,9446,10430,10995]","[""select"",""select"",""select"",""select"",""select"",""select"",""select"",""select""]","[""stimuli/c1_sub5.jpg"",""stimuli/c1_sup5.jpg"",""stimuli/c1_bas3.jpg"",""stimuli/c1_sup3.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_sup6.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_sup4.jpg""]",14846,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/pw2wswc98dh_1732223203470.csv
NA,NA,html-button-response,12,2.0.0,123710,pw2wswc98dh,jaguar,NA,NA,NA,NA,"<img src=""stimuli/c1_sub1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c1_sub3.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c1_sub2.jpg"" style=""width:200px;height:200px; margin: 5px;""><p>Here are some tevs. Can you give Mr. Frog all the other tevs?</p>
                                 <p>Click on all of the tevs below. If you change your mind, you can unselect any image.</p>
                                 <p>Click the Submit button when you are done selecting all the tevs.</p>",NA,3-item,vegetables,subordinate,"[""stimuli/c1_bas3.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_bas3.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_sub5.jpg""]","[14,15,15,14,23,19]","[2164,2663,3197,3663,5013,5947]","[""select"",""select"",""unselect"",""unselect"",""select"",""select""]","[""stimuli/c1_sub4.jpg"",""stimuli/c1_sub5.jpg""]",7148,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/pw2wswc98dh_1732223203470.csv
NA,NA,html-button-response,13,2.0.0,128659,pw2wswc98dh,jaguar,NA,NA,NA,NA,"<img src=""stimuli/c3_sub2.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c3_sub3.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c3_sub1.jpg"" style=""width:200px;height:200px; margin: 5px;""><p>Here are some feps. Can you give Mr. Frog all the other feps?</p>
                                 <p>Click on all of the feps below. If you change your mind, you can unselect any image.</p>
                                 <p>Click the Submit button when you are done selecting all the feps.</p>",NA,3-item,animals,subordinate,"[""stimuli/c3_sub5.jpg"",""stimuli/c3_sub4.jpg""]","[3,9]","[2529,3145]","[""select"",""select""]","[""stimuli/c3_sub5.jpg"",""stimuli/c3_sub4.jpg""]",4946,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/pw2wswc98dh_1732223203470.csv
NA,NA,html-button-response,14,2.0.0,150276,pw2wswc98dh,jaguar,NA,NA,NA,NA,"<img src=""stimuli/c2_sup1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c2_sub1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c2_sup2.jpg"" style=""width:200px;height:200px; margin: 5px;""><p>Here are some rabs. Can you give Mr. Frog all the other rabs?</p>
                                 <p>Click on all of the rabs below. If you change your mind, you can unselect any image.</p>
                                 <p>Click the Submit button when you are done selecting all the rabs.</p>",NA,3-item,vehicles,superordinate,"[""stimuli/c2_bas3.jpg"",""stimuli/c2_sup6.jpg"",""stimuli/c2_bas4.jpg"",""stimuli/c2_sub4.jpg"",""stimuli/c2_sub5.jpg""]","[6,1,3,16,8]","[7913,8513,9896,15696,18030]","[""select"",""select"",""select"",""select"",""select""]","[""stimuli/c2_bas3.jpg"",""stimuli/c2_sup6.jpg"",""stimuli/c2_bas4.jpg"",""stimuli/c2_sub4.jpg"",""stimuli/c2_sub5.jpg""]",21614,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/pw2wswc98dh_1732223203470.csv
NA,NA,html-button-response,15,2.0.0,157926,pw2wswc98dh,jaguar,NA,NA,NA,NA,"<img src=""stimuli/c1_bas2.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c1_sub1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c1_bas1.jpg"" style=""width:200px;height:200px; margin: 5px;""><p>Here are some rifs. Can you give Mr. Frog all the other rifs?</p>
                                 <p>Click on all of the rifs below. If you change your mind, you can unselect any image.</p>
                                 <p>Click the Submit button when you are done selecting all the rifs.</p>",NA,3-item,vegetables,basic,"[""stimuli/c1_bas3.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_sub5.jpg""]","[1,7,23,21]","[2196,3196,4096,4763]","[""select"",""select"",""select"",""select""]","[""stimuli/c1_bas3.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_sub5.jpg""]",7646,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/pw2wswc98dh_1732223203470.csv
NA,NA,html-button-response,16,2.0.0,170292,pw2wswc98dh,jaguar,NA,NA,NA,NA,"<img src=""stimuli/c2_bas1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c2_sub1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c2_bas2.jpg"" style=""width:200px;height:200px; margin: 5px;""><p>Here are some tobs. Can you give Mr. Frog all the other tobs?</p>
                                 <p>Click on all of the tobs below. If you change your mind, you can unselect any image.</p>
                                 <p>Click the Submit button when you are done selecting all the tobs.</p>",NA,3-item,vehicles,basic,"[""stimuli/c2_sub5.jpg"",""stimuli/c2_sub4.jpg"",""stimuli/c2_bas4.jpg"",""stimuli/c2_bas3.jpg""]","[1,7,8,17]","[7030,7846,9779,11195]","[""select"",""select"",""select"",""select""]","[""stimuli/c2_sub5.jpg"",""stimuli/c2_sub4.jpg"",""stimuli/c2_bas4.jpg"",""stimuli/c2_bas3.jpg""]",12363,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/pw2wswc98dh_1732223203470.csv
NA,NA,html-button-response,17,2.0.0,178625,pw2wswc98dh,jaguar,NA,NA,NA,NA,"<img src=""stimuli/c3_bas2.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c3_sub1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c3_bas1.jpg"" style=""width:200px;height:200px; margin: 5px;""><p>Here are some zoms. Can you give Mr. Frog all the other zoms?</p>
                                 <p>Click on all of the zoms below. If you change your mind, you can unselect any image.</p>
                                 <p>Click the Submit button when you are done selecting all the zoms.</p>",NA,3-item,animals,basic,"[""stimuli/c3_bas4.jpg"",""stimuli/c3_sub5.jpg"",""stimuli/c3_bas3.jpg"",""stimuli/c3_sub4.jpg""]","[1,21,19,11]","[2714,4697,5714,6846]","[""select"",""select"",""select"",""select""]","[""stimuli/c3_bas4.jpg"",""stimuli/c3_sub5.jpg"",""stimuli/c3_bas3.jpg"",""stimuli/c3_sub4.jpg""]",8330,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/pw2wswc98dh_1732223203470.csv
NA,33923,html-keyboard-response,18,2.0.0,212552,pw2wswc98dh,jaguar,NA,NA,NA,NA,"
      <p>Thank you for playing! This was a big help for Mr. Frog!</p>
      <img src=""stimuli/mrfrog.png"" alt=""Mr. Frog"" style=""width:300px;height:300px;"">
      <p><i>Debrief</i>: In this experiment, we wanted to see how people learn subordinate word meanings (e.g., “dalmatian”) when</p>
      <p>superordinate (e.g., “animal”) and basic-level (e.g., “dog”) meanings can also be reasonable label referents.</p>
      <p>We thought that when presented with three subordinate exemplars (aka the trials with three images), a word will be generalized</p>
      <p>to the subordinate level more often than when presented with one subordinate exemplar (aka the trials with one image).</p>
      <p><b>*Please press any key to save data.*</b></p>
",j,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/pw2wswc98dh_1732223203470.csv
TRUE,1558,fullscreen,0,null,2564,pw7l7q14j71,badger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/pw7l7q14j71_1732234908671.csv
TRUE,NA,preload,1,2.0.0,3151,pw7l7q14j71,badger,FALSE,[],[],[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/pw7l7q14j71_1732234908671.csv
NA,778,html-keyboard-response,2,2.0.0,3930,pw7l7q14j71,badger,NA,NA,NA,NA,Welcome to the experiment. Press any key to begin.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/pw7l7q14j71_1732234908671.csv
NA,1530,survey-text,3,2.0.0,5463,pw7l7q14j71,badger,NA,NA,NA,NA,NA,"{""participant_id"":""badger""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/pw7l7q14j71_1732234908671.csv
NA,5018,html-keyboard-response,4,2.0.0,10482,pw7l7q14j71,badger,NA,NA,NA,NA,"
  <p><b>This is Mr. Frog!</b></p>
  <img src=""stimuli/mrfrog.png"" alt=""Mr. Frog"" style=""width:300px;height:300px;"">
  <p>He speaks a different language and needs help finding the items he wants. Can you help Mr. Frog?</p>
  <p>Press any key to move to the next page.</p>
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/pw7l7q14j71_1732234908671.csv
NA,13084,html-keyboard-response,5,2.0.0,23568,pw7l7q14j71,badger,NA,NA,NA,NA,"
  <img src=""stimuli/mrfrog.png"" alt=""Mr. Frog"" style=""width:300px;height:300px;"">
  <p>In each trial, you will be shown an image that will be labeled with a word in the language that Mr. Frog speaks. </p>
  <p>Your job will be to select all the items that you think matches what Mr. Frog is asking for. </p>
  <p>Press any key to begin.</p>
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/pw7l7q14j71_1732234908671.csv
NA,NA,html-button-response,6,2.0.0,103961,pw7l7q14j71,badger,NA,NA,NA,NA,"<img src=""stimuli/c2_sub1.jpg"" style=""width:200px;height:200px;""> 
              <p>Here is a rif. Can you give Mr. Frog all the other rifs?</p>
              <p>Click on all of the rifs below. If you change your mind, you can unselect any image.</p>
              <p>Click the Submit button when you are done selecting all the rifs.</p>",NA,1-item,vehicles,one-subordinate,"[""stimuli/c2_sub5.jpg"",""stimuli/c2_sub4.jpg"",""stimuli/c2_bas4.jpg"",""stimuli/c2_sub5.jpg"",""stimuli/c2_bas4.jpg"",""stimuli/c2_sub4.jpg"",""stimuli/c2_bas3.jpg"",""stimuli/c2_sub5.jpg"",""stimuli/c2_sub4.jpg"",""stimuli/c2_bas4.jpg"",""stimuli/c2_bas4.jpg"",""stimuli/c2_bas3.jpg"",""stimuli/c2_sub5.jpg"",""stimuli/c2_sub4.jpg""]","[9,13,23,9,23,13,8,9,13,23,23,8,9,13]","[44257,45174,46391,48461,49658,50573,52357,56822,65807,71023,72140,73690,74643,75541]","[""select"",""select"",""select"",""unselect"",""unselect"",""unselect"",""select"",""select"",""select"",""select"",""unselect"",""unselect"",""unselect"",""unselect""]",[],80391,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/pw7l7q14j71_1732234908671.csv
NA,NA,html-button-response,7,2.0.0,115944,pw7l7q14j71,badger,NA,NA,NA,NA,"<img src=""stimuli/c3_sub1.jpg"" style=""width:200px;height:200px;""> 
              <p>Here is a sib. Can you give Mr. Frog all the other sibs?</p>
              <p>Click on all of the sibs below. If you change your mind, you can unselect any image.</p>
              <p>Click the Submit button when you are done selecting all the sibs.</p>",NA,1-item,animals,one-subordinate,"[""stimuli/c3_sub4.jpg"",""stimuli/c3_sub5.jpg""]","[16,19]","[6162,7579]","[""select"",""select""]","[""stimuli/c3_sub4.jpg"",""stimuli/c3_sub5.jpg""]",11980,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/pw7l7q14j71_1732234908671.csv
NA,NA,html-button-response,8,2.0.0,129759,pw7l7q14j71,badger,NA,NA,NA,NA,"<img src=""stimuli/c1_sub1.jpg"" style=""width:200px;height:200px;""> 
              <p>Here is a fep. Can you give Mr. Frog all the other feps?</p>
              <p>Click on all of the feps below. If you change your mind, you can unselect any image.</p>
              <p>Click the Submit button when you are done selecting all the feps.</p>",NA,1-item,vegetables,one-subordinate,"[""stimuli/c1_sub5.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_bas3.jpg""]","[21,23,12]","[3813,5630,11331]","[""select"",""select"",""select""]","[""stimuli/c1_sub5.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_bas3.jpg""]",13813,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/pw7l7q14j71_1732234908671.csv
NA,NA,html-button-response,9,2.0.0,145611,pw7l7q14j71,badger,NA,NA,NA,NA,"<img src=""stimuli/c1_sub1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c1_sub2.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c1_sub3.jpg"" style=""width:200px;height:200px; margin: 5px;""><p>Here are some feps. Can you give Mr. Frog all the other feps?</p>
                                 <p>Click on all of the feps below. If you change your mind, you can unselect any image.</p>
                                 <p>Click the Submit button when you are done selecting all the feps.</p>",NA,3-item,vegetables,subordinate,"[""stimuli/c1_sub5.jpg"",""stimuli/c1_bas3.jpg"",""stimuli/c1_sub4.jpg""]","[12,15,11]","[9763,11313,14096]","[""select"",""select"",""select""]","[""stimuli/c1_sub5.jpg"",""stimuli/c1_bas3.jpg"",""stimuli/c1_sub4.jpg""]",15847,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/pw7l7q14j71_1732234908671.csv
NA,NA,html-button-response,10,2.0.0,152343,pw7l7q14j71,badger,NA,NA,NA,NA,"<img src=""stimuli/c1_bas2.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c1_bas1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c1_sub1.jpg"" style=""width:200px;height:200px; margin: 5px;""><p>Here are some rabs. Can you give Mr. Frog all the other rabs?</p>
                                 <p>Click on all of the rabs below. If you change your mind, you can unselect any image.</p>
                                 <p>Click the Submit button when you are done selecting all the rabs.</p>",NA,3-item,vegetables,basic,"[""stimuli/c1_bas4.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_bas3.jpg""]","[6,13,20,5]","[3495,3995,4546,5662]","[""select"",""select"",""select"",""select""]","[""stimuli/c1_bas4.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_bas3.jpg""]",6729,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/pw7l7q14j71_1732234908671.csv
NA,NA,html-button-response,11,2.0.0,162160,pw7l7q14j71,badger,NA,NA,NA,NA,"<img src=""stimuli/c3_bas2.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c3_sub1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c3_bas1.jpg"" style=""width:200px;height:200px; margin: 5px;""><p>Here are some tevs. Can you give Mr. Frog all the other tevs?</p>
                                 <p>Click on all of the tevs below. If you change your mind, you can unselect any image.</p>
                                 <p>Click the Submit button when you are done selecting all the tevs.</p>",NA,3-item,animals,basic,"[""stimuli/c3_sub4.jpg"",""stimuli/c3_sub5.jpg"",""stimuli/c3_bas4.jpg"",""stimuli/c3_bas3.jpg""]","[12,14,4,21]","[3147,3746,5213,6279]","[""select"",""select"",""select"",""select""]","[""stimuli/c3_sub4.jpg"",""stimuli/c3_sub5.jpg"",""stimuli/c3_bas4.jpg"",""stimuli/c3_bas3.jpg""]",9813,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/pw7l7q14j71_1732234908671.csv
NA,NA,html-button-response,12,2.0.0,185794,pw7l7q14j71,badger,NA,NA,NA,NA,"<img src=""stimuli/c3_sub1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c3_sup2.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c3_sup1.jpg"" style=""width:200px;height:200px; margin: 5px;""><p>Here are some zoms. Can you give Mr. Frog all the other zoms?</p>
                                 <p>Click on all of the zoms below. If you change your mind, you can unselect any image.</p>
                                 <p>Click the Submit button when you are done selecting all the zoms.</p>",NA,3-item,animals,superordinate,"[""stimuli/c3_sub4.jpg"",""stimuli/c3_sub5.jpg"",""stimuli/c3_sup4.jpg"",""stimuli/c3_sup3.jpg"",""stimuli/c3_sup5.jpg"",""stimuli/c3_sup5.jpg"",""stimuli/c3_sup3.jpg""]","[6,19,9,11,17,17,11]","[6546,9047,15330,16630,17664,19763,20397]","[""select"",""select"",""select"",""select"",""select"",""unselect"",""unselect""]","[""stimuli/c3_sub4.jpg"",""stimuli/c3_sub5.jpg"",""stimuli/c3_sup4.jpg""]",23630,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/pw7l7q14j71_1732234908671.csv
NA,NA,html-button-response,13,2.0.0,190227,pw7l7q14j71,badger,NA,NA,NA,NA,"<img src=""stimuli/c3_sub3.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c3_sub1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c3_sub2.jpg"" style=""width:200px;height:200px; margin: 5px;""><p>Here are some sibs. Can you give Mr. Frog all the other sibs?</p>
                                 <p>Click on all of the sibs below. If you change your mind, you can unselect any image.</p>
                                 <p>Click the Submit button when you are done selecting all the sibs.</p>",NA,3-item,animals,subordinate,"[""stimuli/c3_sub4.jpg"",""stimuli/c3_sub5.jpg""]","[12,19]","[2813,3412]","[""select"",""select""]","[""stimuli/c3_sub4.jpg"",""stimuli/c3_sub5.jpg""]",4430,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/pw7l7q14j71_1732234908671.csv
